"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"185";NA;NA;NA;NA;NA
"186";NA;NA;NA;NA;NA
"187";NA;NA;NA;NA;NA
"188";NA;NA;NA;NA;NA
"189";NA;NA;NA;NA;NA
"190";NA;NA;NA;NA;NA
"191";NA;NA;NA;NA;NA
"192";NA;NA;NA;NA;NA
"193";NA;NA;NA;NA;NA
"194";NA;NA;NA;NA;NA
"195";NA;NA;NA;NA;NA
"196";NA;NA;NA;NA;NA
"197";NA;NA;NA;NA;NA
"198";NA;NA;NA;NA;NA
"199";NA;NA;NA;NA;NA
"200";NA;NA;NA;NA;NA
